,ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc
4467,Điện thoại OPPO Reno10 5G (Snapdragon 778G),OPPO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/oppo-reno10-gia-re.html,Xanh,,,Android 13,"Qualcomm SM7325 Snapdragon 778G 5G (6 nm)
8 nhân (1x2.4 GHz & 3x2.2 GHz & 4x1.9 GHz)
GPU: Adreno 642L",12.0,256.0,4600.0,Màn hình cong,Oppo,False,6.7,120.0,800.0,AMOLED,2,Li-Po,80.0,"[64.0, 8.0, 32.0]",[32.0]
4468,Điện thoại OPPO Reno10 5G (Snapdragon 778G),OPPO,12.0,5.0,0,https://mobilecity.vn/dien-thoai/oppo-reno10-gia-re.html,Xanh,,,Android 13,"Qualcomm SM7325 Snapdragon 778G 5G (6 nm)
8 nhân (1x2.4 GHz & 3x2.2 GHz & 4x1.9 GHz)
GPU: Adreno 642L",12.0,512.0,4600.0,Màn hình cong,Oppo,False,6.7,120.0,800.0,AMOLED,2,Li-Po,80.0,"[64.0, 8.0, 32.0]",[32.0]
4469,"Điện thoại Motorola Moto G54 5G (Dimensity 7020, Màn hình 120Hz)",Lenovo - Motorola,12.0,5.0,1,https://mobilecity.vn/dien-thoai/motorola-moto-g54-5g-man-hinh-120hz.html,Xanh lá,,,Android 13,"Mediatek Dimensity 7020 (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: IMG BXM-8-256",8.0,128.0,6000.0,"Khung nhựa; Mặt lưng nhựa
Thiết kế chống thấm nước IP52
Vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,2,Li-Po,33.0,"[50.0, 8.0]",[16.0]
4470,"Điện thoại Motorola Moto G54 5G (Dimensity 7020, Màn hình 120Hz)",Lenovo - Motorola,12.0,5.0,1,https://mobilecity.vn/dien-thoai/motorola-moto-g54-5g-man-hinh-120hz.html,Xanh lá,,,Android 13,"Mediatek Dimensity 7020 (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: IMG BXM-8-256",12.0,256.0,6000.0,"Khung nhựa; Mặt lưng nhựa
Thiết kế chống thấm nước IP52
Vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,2,Li-Po,33.0,"[50.0, 8.0]",[16.0]
4471,"Điện thoại Motorola Moto G54 5G (Dimensity 7020, Màn hình 120Hz)",Lenovo - Motorola,12.0,5.0,1,https://mobilecity.vn/dien-thoai/motorola-moto-g54-5g-man-hinh-120hz.html,Xanh dương,,,Android 13,"Mediatek Dimensity 7020 (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: IMG BXM-8-256",8.0,128.0,6000.0,"Khung nhựa; Mặt lưng nhựa
Thiết kế chống thấm nước IP52
Vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,2,Li-Po,33.0,"[50.0, 8.0]",[16.0]
4472,"Điện thoại Motorola Moto G54 5G (Dimensity 7020, Màn hình 120Hz)",Lenovo - Motorola,12.0,5.0,1,https://mobilecity.vn/dien-thoai/motorola-moto-g54-5g-man-hinh-120hz.html,Xanh dương,,,Android 13,"Mediatek Dimensity 7020 (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: IMG BXM-8-256",12.0,256.0,6000.0,"Khung nhựa; Mặt lưng nhựa
Thiết kế chống thấm nước IP52
Vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,2,Li-Po,33.0,"[50.0, 8.0]",[16.0]
4473,"Điện thoại Motorola Moto G54 5G (Dimensity 7020, Màn hình 120Hz)",Lenovo - Motorola,12.0,5.0,1,https://mobilecity.vn/dien-thoai/motorola-moto-g54-5g-man-hinh-120hz.html,Xanh bóng đêm,,,Android 13,"Mediatek Dimensity 7020 (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: IMG BXM-8-256",8.0,128.0,6000.0,"Khung nhựa; Mặt lưng nhựa
Thiết kế chống thấm nước IP52
Vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,2,Li-Po,33.0,"[50.0, 8.0]",[16.0]
4474,"Điện thoại Motorola Moto G54 5G (Dimensity 7020, Màn hình 120Hz)",Lenovo - Motorola,12.0,5.0,1,https://mobilecity.vn/dien-thoai/motorola-moto-g54-5g-man-hinh-120hz.html,Xanh bóng đêm,,,Android 13,"Mediatek Dimensity 7020 (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: IMG BXM-8-256",12.0,256.0,6000.0,"Khung nhựa; Mặt lưng nhựa
Thiết kế chống thấm nước IP52
Vân tay cạnh bên",Motorola,False,6.5,120.0,,LCD,2,Li-Po,33.0,"[50.0, 8.0]",[16.0]
4475,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Đen,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",6.0,128.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4476,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Đen,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,128.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4477,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Đen,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,256.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4478,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Hồng,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",6.0,128.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4479,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Hồng,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,128.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4480,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Hồng,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,256.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4481,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Trắng,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",6.0,128.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4482,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Trắng,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,128.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4483,Điện thoại Vivo T1x,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-t1x.html,Trắng,,,Android 11,"MediaTek MT6877 Dimensity 900 5G (6 nm)
8 nhân (2x2.4 GHz& 6x2.0 GHz)
GPU: Mali-G68 MC4",8.0,256.0,5000.0,Thanh + Cảm ứng,Vivo,False,,120.0,,LCD,2,Li-Po,44.0,"[64.0, 2.0]",[8.0]
4484,Điện thoại OnePlus Ace 5 5G (Snapdragon 8 Gen 3),OnePlus,12.0,5.0,0,https://mobilecity.vn/dien-thoai/oneplus-ace-5-5g-chip-snapdragon.html,,,,Android 15,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 3x3.2 GHz & 2x3.0 GHz & 2x2.3 GHz)
GPU: Adreno 750",12.0,,6200.0,,OnePlus,False,6.78,120.0,800.0,AMOLED,2,,100.0,"[50.0, 8.0, 2.0]",[16.0]
4485,Điện thoại Samsung Galaxy Z Fold 2 cũ,Samsung Cũ,12.0,5.0,1,https://mobilecity.vn/dien-thoai/samsung-galaxy-z-fold-2-cu.html,Hồng Ánh Kim,,,Android 10,"Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+)
8 nhân (1x3.09 GHz & 3x2.42 GHz & 4x1.8 GHz)
GPU: Adreno 650",12.0,256.0,4500.0,Điện thoại gập,Samsung,True,7.6,120.0,,AMOLED,2,Li-Po,25.0,"[12.0, 12.0, 12.0]","[10.0, 10.0]"
4486,Điện thoại Samsung Galaxy Z Fold 2 cũ,Samsung Cũ,12.0,5.0,1,https://mobilecity.vn/dien-thoai/samsung-galaxy-z-fold-2-cu.html,Hồng Ánh Kim,,,Android 10,"Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+)
8 nhân (1x3.09 GHz & 3x2.42 GHz & 4x1.8 GHz)
GPU: Adreno 650",12.0,512.0,4500.0,Điện thoại gập,Samsung,True,7.6,120.0,,AMOLED,2,Li-Po,25.0,"[12.0, 12.0, 12.0]","[10.0, 10.0]"
4487,Điện thoại Samsung Galaxy Z Fold 2 cũ,Samsung Cũ,12.0,5.0,1,https://mobilecity.vn/dien-thoai/samsung-galaxy-z-fold-2-cu.html,Đen Huyền Bí,,,Android 10,"Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+)
8 nhân (1x3.09 GHz & 3x2.42 GHz & 4x1.8 GHz)
GPU: Adreno 650",12.0,256.0,4500.0,Điện thoại gập,Samsung,True,7.6,120.0,,AMOLED,2,Li-Po,25.0,"[12.0, 12.0, 12.0]","[10.0, 10.0]"
4488,Điện thoại Samsung Galaxy Z Fold 2 cũ,Samsung Cũ,12.0,5.0,1,https://mobilecity.vn/dien-thoai/samsung-galaxy-z-fold-2-cu.html,Đen Huyền Bí,,,Android 10,"Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+)
8 nhân (1x3.09 GHz & 3x2.42 GHz & 4x1.8 GHz)
GPU: Adreno 650",12.0,512.0,4500.0,Điện thoại gập,Samsung,True,7.6,120.0,,AMOLED,2,Li-Po,25.0,"[12.0, 12.0, 12.0]","[10.0, 10.0]"
4489,Điện thoại Xiaomi Redmi Note 13 Turbo 5G (Màn OLED 68 tỷ màu),Redmi,12.0,5.0,11,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-turbo-cau-hinh-sieu-manh.html,,,,Android 13,"Qualcomm SM8475 Snapdragon 8s Gen 3 (4 nm)
8 nhân
GPU: Adreno 735",8.0,,5000.0,"Mặt trước kính
Khung nhựa, mặt lưng nhựa",Xiaomi,False,6.67,120.0,1000.0,OLED,2,Li-Po,67.0,"[64.0, 8.0, 2.0]",[16.0]
4490,Điện thoại Xiaomi Redmi A1 (Pin 5000mAh),Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1.html,Xanh lá,,,Android 12,Mediatek MT6761 Helio A22 (12 nm),2.0,32.0,5000.0,Thanh + Cảm ứng,Xiaomi,False,6.52,,400.0,LCD,2,Li-Po,10.0,"[8.0, 0.08]",[5.0]
4491,Điện thoại Xiaomi Redmi A1 (Pin 5000mAh),Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1.html,Xanh lá,,,Android 12,Mediatek MT6761 Helio A22 (12 nm),3.0,32.0,5000.0,Thanh + Cảm ứng,Xiaomi,False,6.52,,400.0,LCD,2,Li-Po,10.0,"[8.0, 0.08]",[5.0]
4492,Điện thoại Xiaomi Redmi A1 (Pin 5000mAh),Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1.html,Đen,,,Android 12,Mediatek MT6761 Helio A22 (12 nm),2.0,32.0,5000.0,Thanh + Cảm ứng,Xiaomi,False,6.52,,400.0,LCD,2,Li-Po,10.0,"[8.0, 0.08]",[5.0]
4493,Điện thoại Xiaomi Redmi A1 (Pin 5000mAh),Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1.html,Đen,,,Android 12,Mediatek MT6761 Helio A22 (12 nm),3.0,32.0,5000.0,Thanh + Cảm ứng,Xiaomi,False,6.52,,400.0,LCD,2,Li-Po,10.0,"[8.0, 0.08]",[5.0]
4494,Điện thoại Xiaomi Redmi A1 (Pin 5000mAh),Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1.html,Xanh,,,Android 12,Mediatek MT6761 Helio A22 (12 nm),2.0,32.0,5000.0,Thanh + Cảm ứng,Xiaomi,False,6.52,,400.0,LCD,2,Li-Po,10.0,"[8.0, 0.08]",[5.0]
4495,Điện thoại Xiaomi Redmi A1 (Pin 5000mAh),Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-a1.html,Xanh,,,Android 12,Mediatek MT6761 Helio A22 (12 nm),3.0,32.0,5000.0,Thanh + Cảm ứng,Xiaomi,False,6.52,,400.0,LCD,2,Li-Po,10.0,"[8.0, 0.08]",[5.0]
4496,Điện thoại Vivo X100 Pro Plus (Snapdragon 8 Gen 3),Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-x100-pro-plus.html,Đen,,,Android 13,Qualcomm Snapdragon 8 Gen 3,12.0,,5000.0,,Vivo,False,6.78,120.0,2600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0, 48.0]",[32.0]
4497,Điện thoại Vivo iQOO Neo 7 SE,Vivo,12.0,5.0,0,https://mobilecity.vn/dien-thoai/vivo-iqoo-neo-7-se.html,,,,Android 13,"MediaTek Dimensity 8200
8 nhân (1x3.1 GHz & 3x2.42 GHz & 4x1.80 GHz)
GPU: Mali-G610",8.0,,4500.0,Thanh + Cảm ứng,Vivo,False,6.62,120.0,1200.0,AMOLED,2,Li-Po,120.0,"[64.0, 8.0, 2.0]",[16.0]
4498,Điện thoại Xiaomi Mi Pad 4,Xiaomi,0.0,5.0,153,https://mobilecity.vn/xiaomi/xiaomi-mi-pad-4.html,,,4250000.0,Android 8,Qualcomm  Snapdragon 660 (14nm),3.0,,6000.0,"Thiết kế nguyên ngối, màn hình lớn",Xiaomi,False,8.0,,,LCD,1,,,[13.0],[5.0]
4499,Điện thoại Xiaomi Redmi 11A,Redmi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-11a.html,,,,Android 12,"MediaTek MT6765G Helio G35 (12 nm)
8 nhân (4x2.3 GHz & 4x1.8 GHz)
GPU: PowerVR GE8320",4.0,,6000.0,Thanh + Cảm ứng,Xiaomi,False,6.53,,,LCD,2,Li-Po,18.0,"[48.0, 8.0, 2.0, 2.0]",[13.0]
4500,Điện thoại iPhone SE 2023 (SE 4) Chính hãng VN/A,iPhone Chính hãng VN/A,12.0,5.0,0,https://mobilecity.vn/dien-thoai/iphone-se-2023-se-4.html,,,,iOS 16,"Apple A15 Bionic (5 nm)
6 nhân (2x3.23 GHz & 4x1.82 GHz)
GPU: Apple GPU (5-nhân đồ họa)",4.0,,,Khung nhôm + Mặt lưng kính,iPhone,False,6.1,,,LCD,1,Li-Ion,18.0,[12.0],[7.0]
4501,Điện thoại Nokia X6 cũ (Fullbox),Nokia,6.0,5.0,5,https://mobilecity.vn/nokia/nokia-x6-cu.html,Xanh,,3950000.0,Android 8,Qualcomm SDM636 Snapdragon 636,4.0,32.0,3060.0,Thanh + Cảm ứng,Nokia,True,,,,,2,,,"[16.0, 5.0]",[16.0]
4502,Điện thoại Nokia X6 cũ (Fullbox),Nokia,6.0,5.0,5,https://mobilecity.vn/nokia/nokia-x6-cu.html,Xanh,,3950000.0,Android 8,Qualcomm SDM636 Snapdragon 636,4.0,64.0,3060.0,Thanh + Cảm ứng,Nokia,True,,,,,2,,,"[16.0, 5.0]",[16.0]
4503,Điện thoại Nokia X6 cũ (Fullbox),Nokia,6.0,5.0,5,https://mobilecity.vn/nokia/nokia-x6-cu.html,Đen,,3950000.0,Android 8,Qualcomm SDM636 Snapdragon 636,4.0,32.0,3060.0,Thanh + Cảm ứng,Nokia,True,,,,,2,,,"[16.0, 5.0]",[16.0]
4504,Điện thoại Nokia X6 cũ (Fullbox),Nokia,6.0,5.0,5,https://mobilecity.vn/nokia/nokia-x6-cu.html,Đen,,3950000.0,Android 8,Qualcomm SDM636 Snapdragon 636,4.0,64.0,3060.0,Thanh + Cảm ứng,Nokia,True,,,,,2,,,"[16.0, 5.0]",[16.0]
4505,Điện thoại Xiaomi CIVI 4 5G (Snapdragon 7 Gen 3),Xiaomi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-civi-4-5g-chip-manh.html,,,,Android 13,Snapdragon 7 Gen 3,12.0,256.0,4500.0,"Khung kim loại, mặt lưng kính
Màn hình cong, viền siêu mỏng
Cảm biến vân tay trong màn hình",Xiaomi,False,6.55,120.0,2600.0,AMOLED,2,Li-Po,67.0,"[200.0, 8.0, 2.0]","[32.0, 32.0]"
4506,Điện thoại Xiaomi CIVI 4 5G (Snapdragon 7 Gen 3),Xiaomi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-civi-4-5g-chip-manh.html,,,,Android 13,Snapdragon 7 Gen 3,12.0,512.0,4500.0,"Khung kim loại, mặt lưng kính
Màn hình cong, viền siêu mỏng
Cảm biến vân tay trong màn hình",Xiaomi,False,6.55,120.0,2600.0,AMOLED,2,Li-Po,67.0,"[200.0, 8.0, 2.0]","[32.0, 32.0]"
4507,Điện thoại Xiaomi CIVI 4 5G (Snapdragon 7 Gen 3),Xiaomi,12.0,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-civi-4-5g-chip-manh.html,,,,Android 13,Snapdragon 7 Gen 3,16.0,1024.0,4500.0,"Khung kim loại, mặt lưng kính
Màn hình cong, viền siêu mỏng
Cảm biến vân tay trong màn hình",Xiaomi,False,6.55,120.0,2600.0,AMOLED,2,Li-Po,67.0,"[200.0, 8.0, 2.0]","[32.0, 32.0]"
4508,Điện thoại Leica Leitz Phone 2,Hãng khác,12.0,5.0,1,https://mobilecity.vn/dien-thoai/leica-leitz-phone-2.html,Trắng,,,Android 12,"Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm)
8 nhân (1x3.00 GHz & 3x2.50 GHz & 4x1.80 GHz)
GPU: Adreno 730",12.0,512.0,5000.0,Thanh + Cảm ứng,Leica,False,6.6,240.0,2000.0,OLED,1,Li-Po,,"[47.2, 1.9]",[12.6]
4509,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Xanh,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",6.0,128.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4510,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Xanh,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",8.0,128.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4511,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Xanh,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",8.0,512.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4512,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Trắng,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",6.0,128.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4513,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Trắng,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",8.0,128.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4514,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Trắng,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",8.0,512.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4515,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Đen,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",6.0,128.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4516,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Đen,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",8.0,128.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4517,Điện thoại Samsung Galaxy S10 Lite cũ,Samsung Cũ,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s10-lite-cu.html,Đen,,,Android 10,"Qualcomm SM8150 Snapdragon 855 (7 nm)
8 nhân (1x2.84 GHz & 3x2.42 GHz & 4x1.78 GHz)
GPU: Adreno 640",8.0,512.0,4500.0,Thanh + Cảm ứng,Samsung,True,6.7,,,AMOLED,1,Li-Po,45.0,"[48.0, 12.0, 5.0]",[32.0]
4518,Điện thoại Kashi i7,Kashi,12.0,5.0,6,https://mobilecity.vn/kashi/kashi-i7.html,,,,Android 6,MTK6737,2.0,,2900.0,Cảm ứng,Kashi,False,,,,,2,,,[8.0],[2.0]
4519,Điện thoại Nubia Z50 Pro,Nubia Red Magic,12.0,5.0,0,https://mobilecity.vn/dien-thoai/nubia-z50-pro-snapdragon-8-gen-2.html,,,,Android 13,"Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm)
8 nhân (1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,,5000.0,Thanh + Cảm ứng,Nubia,False,6.7,144.0,1000.0,AMOLED,2,Li-Po,120.0,"[64.0, 8.0, 50.0]",[16.0]
4520,Điện thoại ZTE Axon 50 SE,Nubia Red Magic,12.0,5.0,0,https://mobilecity.vn/dien-thoai/zte-axon-50-se-camera-khung.html,,,,Android 13,"Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Adreno 619",4.0,,5000.0,Thanh + Cảm ứng,ZTE,False,6.67,90.0,,AMOLED,2,Li-Po,33.0,"[64.0, 5.0, 2.0]",[13.0]
4521,Điện thoại ZTE Axon 50 Pro,Nubia Red Magic,12.0,5.0,0,https://mobilecity.vn/dien-thoai/zte-axon-50-pro-hieu-nang-cao.html,,,,Android 13,"Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm)
8 nhân (1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,,5000.0,Thanh + Cảm ứng,ZTE,False,6.67,144.0,1200.0,AMOLED,2,Li-Po,120.0,"[108.0, 8.0, 2.0]",[16.0]
4522,Điện thoại ZTE Axon 50 Ultra,Nubia Red Magic,12.0,5.0,3,https://mobilecity.vn/dien-thoai/zte-axon-50-ultra-snapdragon-8-gen-2.html,,,,Android 13,"Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm)
8 nhân (1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 740",8.0,,5000.0,Khung kim loại + 2 mặt kính,ZTE,False,6.8,120.0,1500.0,OLED,2,Li-Po,120.0,"[108.0, 64.0, 64.0]",[16.0]
4523,Điện thoại Arbutus AR8,Arbutus,12.0,5.0,0,https://mobilecity.vn/arbutus/arbutus-ar8-prd973.html,,,,Khác,,,,,,Arbutus,False,,,,,1,,,[],[]
4524,Điện thoại Nokia X5 cũ,Nokia,0.0,5.0,10,https://mobilecity.vn/nokia/nokia-x5-cu.html,,,,Android 8,Mediatek MT6771 Helio P60,3.0,,3060.0,Thanh + Cảm ứng,Nokia,True,,,,,2,,,"[13.0, 5.0]",[8.0]
4525,Điện thoại Samsung Galaxy Note 8 Hàn Quốc Fullbox,Samsung Cũ,6.0,4.9,38,https://mobilecity.vn/samsung/samsung-galaxy-note-8-han-quoc.html,,,10450000.0,Android 7,Exynos 8895 Octa (10nm),6.0,,3300.0,Cảm ứng,Samsung,True,6.3,,,AMOLED,1,,15.0,[12.0],[8.0]
